originalRelease,originalNamespace,originalTypeName,changeCode,issue,release,namespace,typeName,definition,parentType,baseType,contentStyle,simpleStyle,isAssociation,isAugmentation,isAdapter,isMetadata
3.2,biom,CharacterSetIndexCodeSimpleType,modified,,4.0,biom,CharacterSetIndexCodeSimpleType,A data type for a character set index number that references an associated character set throughout a transaction,,xs:integer,S,atomic,,FALSE,FALSE,FALSE
3.2,biom,DirectionMeasureSimpleType,modified,,4.0,biom,DirectionMeasureSimpleType,A data type for a direction of a delta,,xs:nonNegativeInteger,S,atomic,,FALSE,FALSE,FALSE
3.2,biom,FrictionRidgeImageQualityType,modified,,4.0,biom,FrictionRidgeImageQualityType,A data type for a quality measure for a generic friction ridge image,,,CCC,,,FALSE,FALSE,FALSE
3.2,biom,MinutiaType,modified,,4.0,biom,MinutiaType,A data type definition for a single minutia.,,,CCC,,,FALSE,FALSE,FALSE
3.2,biom,OtherMinutiaeType,modified,,4.0,biom,OtherMinutiaeType,A data type for a set of minutiae definitions to be used for a feature set owner or developer other than the ones specifically defined in this standard,,,CCC,,,FALSE,FALSE,FALSE
3.2,biom,ResolutionMeansCodeSimpleType,modified,,4.0,biom,ResolutionMeansCodeSimpleType,A data type for an information item for means of determining resolution.,,xs:token,S,atomic,,FALSE,FALSE,FALSE
3.2,biom,ResolutionMeansCodeType,modified,,4.0,biom,ResolutionMeansCodeType,A data type for an information item for means of determining resolution.,,biom:ResolutionMeansCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
3.2,biom,ResolutionScaleUnitCodeSimpleType,modified,,4.0,biom,ResolutionScaleUnitCodeSimpleType,A data type for a known scale units that indicates whether the known scales units are in inches or millimeters.,,xs:token,S,atomic,,FALSE,FALSE,FALSE
3.2,biom,ResolutionScaleUnitCodeType,modified,,4.0,biom,ResolutionScaleUnitCodeType,A data type for a known scale units that indicates whether the known scales units are in inches or millimeters.,,biom:ResolutionScaleUnitCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
3.2,biom,RulerScaleUnitCodeSimpleType,modified,,4.0,biom,RulerScaleUnitCodeSimpleType,A data type for a unit of measurement visible on the ruler or measurement scale.,,xs:token,S,atomic,,FALSE,FALSE,FALSE
3.2,biom,RulerScaleUnitCodeType,modified,,4.0,biom,RulerScaleUnitCodeType,A data type for a unit of measurement visible on the ruler or measurement scale.,,biom:RulerScaleUnitCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
3.2,biom,TransactionGeographicNameSetCodeType,modified,,4.0,biom,TransactionGeographicNameSetCodeType,A data type definition for Geographic name set,,biom:TransactionGeographicNameSetCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
3.2,cbrncl,ConfidenceCodeSimpleType,modified,,4.0,cbrncl,ConfidenceCodeSimpleType,A data type that defines confidence level code values.,,xs:token,S,atomic,,FALSE,FALSE,FALSE
3.2,cbrncl,ConfidenceCodeType,modified,,4.0,cbrncl,ConfidenceCodeType,A data type that defines confidence level code values.,,cbrncl:ConfidenceCodeSimpleType,CSC,<deleted>,,FALSE,FALSE,FALSE
3.2,cbrncl,ConveyanceRelationshipKindCodeSimpleType,modified,,4.0,cbrncl,ConveyanceRelationshipKindCodeSimpleType,A data type for the kinds of relationships that a conveyance can have.,,xs:token,S,atomic,,FALSE,FALSE,FALSE
3.2,cbrncl,EncounterDeviceCategoryLevelCodeSimpleType,modified,,4.0,cbrncl,EncounterDeviceCategoryLevelCodeSimpleType,A data type that defines the kind of encounter device category level.,,xs:token,S,atomic,,FALSE,FALSE,FALSE
3.2,cbrncl,EncounterDeviceCategoryLevelCodeType,modified,,4.0,cbrncl,EncounterDeviceCategoryLevelCodeType,A data type that defines the kind of encounter device category level.,,cbrncl:EncounterDeviceCategoryLevelCodeSimpleType,CSC,<deleted>,,FALSE,FALSE,FALSE
3.2,census-3.0.1,USCountyCodeSimpleType,modified,,4.0,census,USCountyCodeSimpleType,A data type for US county codes.,,xs:token,S,atomic,,FALSE,FALSE,FALSE
3.2,census-3.0.1,USCountyCodeType,modified,,4.0,census,USCountyCodeType,A data type for US county codes.,,census:USCountyCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
3.2,core_misc,ContactInformationAvailabilityCodeSimpleType,modified,,4.0,nc,ContactInformationAvailabilityCodeSimpleType,A data type for a period of time or a situation in which an entity is available to be contacted with the given contact information.,,xs:token,S,atomic,,FALSE,FALSE,FALSE
3.2,core_misc,ContactInformationAvailabilityCodeType,modified,,4.0,nc,ContactInformationAvailabilityCodeType,A data type for a period of time or a situation in which an entity is available to be contacted with the given contact information.,,nc:ContactInformationAvailabilityCodeSimpleType,CSC,<deleted>,,FALSE,FALSE,FALSE
3.2,core_misc,DayOfWeekCodeSimpleType,modified,,4.0,nc,DayOfWeekCodeSimpleType,A data type for days of the week.,,xs:token,S,atomic,,FALSE,FALSE,FALSE
3.2,core_misc,DayOfWeekCodeType,modified,,4.0,nc,DayOfWeekCodeType,A data type for days of the week.,,nc:DayOfWeekCodeSimpleType,CSC,<deleted>,,FALSE,FALSE,FALSE
3.2,core_misc,ImagePoseCodeSimpleType,modified,,4.0,nc,ImagePoseCodeSimpleType,A data type for angles of an entitys pose in a photograph.,,xs:token,S,atomic,,FALSE,FALSE,FALSE
3.2,core_misc,ImagePoseCodeType,modified,,4.0,nc,ImagePoseCodeType,A data type for angles of an entitys pose in a photograph.,,nc:ImagePoseCodeSimpleType,CSC,,,FALSE,FALSE,FALSE
3.2,core_misc,MilitaryDischargeCategoryCodeSimpleType,modified,,4.0,nc,MilitaryDischargeCategoryCodeSimpleType,A data type for kinds of discharges a person may receive from military service.,,xs:token,S,atomic,,FALSE,FALSE,FALSE
3.2,core_misc,MilitaryDischargeCategoryCodeType,modified,,4.0,nc,MilitaryDischargeCategoryCodeType,A data type for kinds of discharges a person may receive from military service.,,nc:MilitaryDischargeCategoryCodeSimpleType,CSC,,,FALSE,FALSE,FALSE
3.2,core_misc,OffenseLevelCodeSimpleType,modified,,4.0,nc,OffenseLevelCodeSimpleType,A data type for levels of an incident.,,xs:token,S,atomic,,FALSE,FALSE,FALSE
3.2,core_misc,OffenseLevelCodeType,modified,,4.0,nc,OffenseLevelCodeType,A data type for levels of an incident.,,nc:OffenseLevelCodeSimpleType,CSC,,,FALSE,FALSE,FALSE
3.2,core_misc,PersonNameCategoryCodeSimpleType,modified,,4.0,nc,PersonNameCategoryCodeSimpleType,A data type for a kind of person name.,,xs:token,S,atomic,,FALSE,FALSE,FALSE
