originalRelease,originalNamespace,originalPropertyName,changeCode,issue,release,namespace,propertyName,definition,dataType,substitutionGroupHead,elementOrAttribute,concreteOrAbstract,isAbstract
5.1,biom,DNACategoryCode,edit,,5.2,biom,DNACategoryCode,A kind of DNA data,biom:DNACategoryCodeType,biom:DNACategoryAbstract,TRUE,,FALSE
5.1,biom,DNAPedigree,edit,,5.2,biom,DNAPedigree,"A description of a pedigree originating and held at a DNA laboratory. This element is deprecated and biom:Pedigree should be used instead, but will remain in NIEM while it still exists in ANSI/NIST ITL.",biom:DNAPedigreeType,,TRUE,,FALSE
5.1,cyber,AttackPattern,edit,,5.2,cyber,AttackPattern,"A behavior that attackers use to carry out their attacks. It is considered a type of tactics, techniques, and procedures (TTPs).",cyber:AttackPatternType,,TRUE,,FALSE
5.1,cyber,BreachCategoryCode,edit,,5.2,cyber,BreachRegulationCategoryCode,"A kind of information protected by law, regulation, or other restriction that was accessed or potentially accessed in a breach.",cyber:BreachRegulationCategoryCodeType,,TRUE,,FALSE
5.1,cyber,ExposedFileAugmentationPoint,edit,,5.2,cyber,BreachExposedFileAugmentationPoint,An augmentation point for type cyber:BreachExposedFileType,,,TRUE,,TRUE
5.1,cyber,Platform,edit,,5.2,cyber,Platform,An operating system and hardware on which a software application can be run.,cyber:PlatformType,,TRUE,,FALSE
5.1,cyber,PlatformOwnerName,edit,,5.2,cyber,PlatformOwnerEntity,An entity who owns the impacted platform.,nc:EntityType,,TRUE,,FALSE
5.1,cyber,PlatformTargetHardwareText,edit,,5.2,cyber,PlatformTargetHardwareName,"A Common Platform Environment (CPE) well-formed name text component to characterize the instruction set architecture (e.g., x86) on which the product being described or identified by the WFN operates.",nc:TextType,,TRUE,,FALSE
5.1,,,add,,5.2,biom,DNACategoryAbstract,"A data concept for a kind of DNA data such as arrestee, forensic, convicted offender, unidentified human remains, etc.",,,TRUE,,TRUE
5.1,,,add,,5.2,biom,DNACategoryText,A kind of DNA data,niem-xs:string,biom:DNACategoryAbstract,TRUE,,FALSE
5.1,,,add,,5.2,biom,DNALowTemplateIndicator,"True if the DNA amount is very small, typically less than 100 pg; false otherwise. This indicator is very useful in forensic casework.",niem-xs:boolean,,TRUE,,FALSE
5.1,,,add,,5.2,biom,DNAProfilePartialIndicator,True if DNA testing did not yield result or yielded partial result; false otherwise. This indicator can be used to assess the quality of the STR profile.,niem-xs:boolean,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,AccidentIndicator,True if the incident was the result of an accident or from natural causes; false if the incident was malicious in origin.,niem-xs:boolean,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,AdversaryCommunication,A detail about a communication from an adversary.,cyber:AdversaryCommunicationType,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,AdversaryCommunicationAugmentationPoint,An augmentation point for type cyber:AdversaryCommunicationType,,,TRUE,,TRUE
5.1,,,add,,5.2,cyber,AttackPatternAliasText,An alternative name used to identify this attack pattern.,nc:TextType,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,BackupAvailableCategoryCode,A category code for the type of back-up available.,cyber:BackupAvailableCategoryCodeType,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,BackupAvailableCategoryCodeOtherDescriptionText,A description of another type of backup that is available.,nc:TextType,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,BackupAvailableCompleteIndicator,True if a complete backup for an impacted data set exists; false otherwise.,niem-xs:boolean,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,BackupAvailableIndicator,True if a backup (complete or incomplete) is available for an impacted data set; false otherwise.,niem-xs:boolean,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,BackupCourseOfAction,A series of details regarding backups.,cyber:BackupCourseOfActionType,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,BackupCourseOfActionAugmentationPoint,An augmentation point for type cyber:BackupCourseOfActionType,,,TRUE,,TRUE
5.1,,,add,,5.2,cyber,BackupFromDate,A date indicating when the most current backup is from.,nc:DateType,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,BreachExposedHealthInformationOver500Indicator,True if the breach resulted in the exposure of more than 500 protected health records; false otherwise.,niem-xs:boolean,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,BreachNotificationContactEntity,A call center or other location where individuals impacted can contact for further information.,nc:EntityType,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,BreachNotificationExplanationText,An explanation text provided to the impacted individuals and/or entities.,nc:TextType,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,BreachNotificationMonitoringService,"A service that provides long-term aid, such as credit monitoring or identity theft protection.",cyber:BreachNotificationMonitoringServiceType,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,BreachNotificationMonitoringServiceAugmentationPoint,An augmentation point for type cyber:BreachNotificationMonitoringServiceType,,,TRUE,,TRUE
5.1,,,add,,5.2,cyber,BreachNotificationMonitoringServiceDuration,A duration of time for which the monitoring service is engaged.,niem-xs:duration,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,BreachNotificationMonitoringServiceEntity,"An entity that provides a service that provides long-term aid, such as credit monitoring or identity theft protection.",nc:EntityType,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,BreachNotificationMonitoringServiceIndicator,"True if a service that provides long-term aid, such as credit monitoring or identity theft protection, has been engaged; False otherwise.",niem-xs:boolean,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,BreachNotificationRecommendationsText,A series of recommendations provided to the impacted individuals and/or entities.,nc:TextType,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,BreachNotificationSentDate,A date notifications were sent to the impacted individuals and/or entities.,nc:DateType,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,CompromisedByTTP,A description of the behaviors and resources that attackers use to carry out their attacks.,cyber:CyberTTPType,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,CompromisedByVulnerability,A description of a vulnerability the adversary used against a specific device.,cyber:CyberVulnerabilityType,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,CompromisedDevice,A device compromised by a cyber incident,cyber:CompromisedDeviceType,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,CompromisedDeviceAugmentationPoint,An augmentation point for type cyber:CompromisedDeviceType,,,TRUE,,TRUE
5.1,,,add,,5.2,cyber,CompromisedDeviceConnectionIndicator,True if an incident handler can connect to a compromised device; false otherwise,niem-xs:boolean,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,CompromisedDeviceInitialIndicator,True if this is first known device that was affected by the cyber incident; false otherwise.,niem-xs:boolean,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,CompromisedOnNetwork,A description of the network the device was located on at the time of the incident.,cyber:CyberNetworkType,,TRUE,,FALSE
5.1,,,add,,5.2,cyber,CourseOfActionSuccessIndicator,True if the Course of Action was successful in stopping or mitigating the threat activity; false otherwise.,niem-xs:boolean,,TRUE,,FALSE
