originalRelease,originalNamespace,originalTypeName,originalProperty,changeCode,issue,release,namespace,typeName,property,minOccurs,maxOccurs
3.0,cbrn,AcknowledgementDataType,cbrn:ScanIdentifierData,modified,,3.1,cbrn,AcknowledgementDataType,cbrn:ScanIdentificationData,0,unbounded
3.0,it,CurrencyExchangeType,it:CurrencyIdentifierAbstract,modified,,3.1,it,CurrencyExchangeType,nc:CurrencyCode,0,unbounded
3.0,it,ValuationAdjustmentType,it:ValuationAdjustment,modified,,3.1,it,ValuationAdjustmentType,it:ValuationAdjustmentAmount,0,unbounded
3.0,j,ActivityEmailAddressAssociationType,nc:MessageID,modified,,3.1,j,ActivityEmailAddressAssociationType,nc:ContactEmailID,0,unbounded
3.0,j,DriverLicenseBaseType,j:DriverLicenseEndorsement,modified,,3.1,j,DriverLicenseType,j:DriverLicenseEndorsement,0,unbounded
3.0,j,DriverLicenseBaseType,j:DriverLicenseRestriction,modified,,3.1,j,DriverLicenseType,j:DriverLicenseRestriction,0,unbounded
3.0,j,EntityEmailAssociationType,nc:MessageID,modified,,3.1,j,EntityEmailAssociationType,nc:ContactEmailID,0,unbounded
3.0,j,ItemEmailAddressAssociationType,nc:MessageID,modified,,3.1,j,ItemEmailAddressAssociationType,nc:ContactEmailID,0,unbounded
3.0,,,,new,,3.1,biom,AcquisitionSourceType,biom:AcquisitionSourceCategoryText,0,unbounded
3.0,,,,new,,3.1,biom,AcquisitionSourceType,biom:AcquisitionSourceDescriptionText,0,unbounded
3.0,,,,new,,3.1,biom,AcquisitionSourceType,biom:AcquisitionSourceAugmentationPoint,0,unbounded
3.0,,,,new,,3.1,biom,AssociatedContextType,biom:ContextIdentification,0,unbounded
3.0,,,,new,,3.1,biom,AssociatedContextType,biom:ImageSegmentIdentification,0,unbounded
3.0,,,,new,,3.1,biom,AssociatedContextType,biom:AssociatedContextAugmentationPoint,0,unbounded
3.0,,,,new,,3.1,biom,AssuranceLogEntryType,biom:AssuranceLogEventCode,0,unbounded
3.0,,,,new,,3.1,biom,AssuranceLogEntryType,biom:AssuranceLogEventReasonText,0,unbounded
3.0,,,,new,,3.1,biom,AssuranceLogEntryType,biom:AssuranceLogEventLocationText,0,unbounded
3.0,,,,new,,3.1,biom,AssuranceLogEntryType,biom:AssuranceLogAgentText,0,unbounded
3.0,,,,new,,3.1,biom,AssuranceLogEntryType,biom:AssuranceLogEventOriginalValueText,0,unbounded
3.0,,,,new,,3.1,biom,AssuranceLogEntryType,biom:AssuranceLogEntryAugmentationPoint,0,unbounded
3.0,,,,new,,3.1,biom,AudioInformationType,biom:ProcessingIndicatorCode,0,unbounded
3.0,,,,new,,3.1,biom,AudioInformationType,biom:ProcessingAuthorityText,0,unbounded
3.0,,,,new,,3.1,biom,AudioInformationType,biom:ProcessingCommentText,0,unbounded
3.0,,,,new,,3.1,biom,AudioInformationType,biom:AudioInformationAugmentationPoint,0,unbounded
3.0,,,,new,,3.1,biom,AudioSourceRecorderType,biom:CaptureDeviceDescriptionText,0,unbounded
3.0,,,,new,,3.1,biom,AudioSourceRecorderType,biom:CaptureDeviceMakeText,0,unbounded
3.0,,,,new,,3.1,biom,AudioSourceRecorderType,biom:CaptureDeviceModelText,0,unbounded
