originalRelease,originalNamespace,originalTypeName,originalProperty,changeCode,issue,release,namespace,typeName,property,minOccurs,maxOccurs
4.0,,,,new,,4.1,biom,AssociatedContextType,biom:ContextID,0,unbounded
4.0,,,,new,,4.1,biom,AssociatedContextType,biom:ImageSegmentID,0,unbounded
4.0,,,,new,,4.1,biom,BiometricCaptureType,biom:GeographicSampleAcquisitionLocation,0,unbounded
4.0,,,,new,,4.1,biom,BiometricCaptureType,biom:CaptureDateEstimateRangeDuration,0,unbounded
4.0,,,,new,,4.1,biom,CBEFFImageType,biom:CBEFFFormatOwnerID,0,unbounded
4.0,,,,new,,4.1,biom,CBEFFImageType,biom:CBEFFFormatCategoryID,0,unbounded
4.0,,,,new,,4.1,biom,CBEFFImageType,biom:CBEFFVersionID,0,unbounded
4.0,,,,new,,4.1,biom,ContentRecordSummaryType,biom:ImageReferenceID,0,unbounded
4.0,,,,new,,4.1,biom,ContextMediaDetailType,biom:BiometricCapture,0,unbounded
4.0,,,,new,,4.1,biom,ContextMediaDetailType,biom:ImageSegment,0,unbounded
4.0,,,,new,,4.1,biom,ContextMediaDetailType,biom:TimeSegment,0,unbounded
4.0,,,,new,,4.1,biom,ContextMediaDetailType,biom:MedicalDevice,0,unbounded
4.0,,,,new,,4.1,biom,ContextMediaDetailType,biom:SubjectExistentialDetails,0,unbounded
4.0,,,,new,,4.1,biom,ContextMediaDetailType,biom:ContextMediaDetailAugmentationPoint,0,unbounded
4.0,,,,new,,4.1,biom,DentalHistoryDataInformationType,biom:DentalHistoryADAReferenceCodeText,0,unbounded
4.0,,,,new,,4.1,biom,DentalSubjectInformationType,biom:SubjectExistentialStatusCode,0,unbounded
4.0,,,,new,,4.1,biom,DeviceType,biom:DeviceID,0,unbounded
4.0,,,,new,,4.1,biom,DiaryInformationType,biom:RelativeStartTimeInMSValue,0,unbounded
4.0,,,,new,,4.1,biom,DiaryInformationType,biom:RelativeEndTimeInMSValue,0,unbounded
4.0,,,,new,,4.1,biom,DNAElectropherogramType,biom:DNAElectropherogramID,0,unbounded
4.0,,,,new,,4.1,biom,DNAGenotypeAllelePairType,biom:DNALocusReferenceID,0,unbounded
4.0,,,,new,,4.1,biom,DNAGenotypeAllelePairType,biom:DNALocusGenotypeProbabilityValue,0,unbounded
4.0,,,,new,,4.1,biom,DNAKitType,biom:DNAKitReferenceID,0,unbounded
4.0,,,,new,,4.1,biom,DNALaboratoryAccreditationType,biom:DNALaboratoryAccreditationScopeCode,0,unbounded
4.0,,,,new,,4.1,biom,DNALaboratoryType,biom:DNALaboratoryAccreditation,0,unbounded
4.0,,,,new,,4.1,biom,DNALaboratoryType,biom:DNALaboratoryProcessingCountry,0,unbounded
4.0,,,,new,,4.1,biom,DNAPedigreeType,biom:DNAPedigreeID,0,unbounded
4.0,,,,new,,4.1,biom,DNAPedigreeType,biom:DNAPedigreeMemberIndexNumeric,0,unbounded
4.0,,,,new,,4.1,biom,DNAPedigreeType,biom:DNAPedigreeSampleID,0,unbounded
4.0,,,,new,,4.1,biom,DNAPedigreeType,biom:DNAPedigreeFatherIndexNumeric,0,unbounded
4.0,,,,new,,4.1,biom,DNAPedigreeType,biom:DNAPedigreeMotherIndexNumeric,0,unbounded
4.0,,,,new,,4.1,biom,DNAProfileType,biom:DNAProfileID,0,unbounded
4.0,,,,new,,4.1,biom,DNASampleType,biom:DNATypingTechnologyCategoryCode,0,unbounded
4.0,,,,new,,4.1,biom,DNASTRProfileType,biom:DNALocusReferenceID,0,unbounded
4.0,,,,new,,4.1,biom,DNASTRProfileType,biom:DNABatchID,0,unbounded
4.0,,,,new,,4.1,biom,DNASTRProfileType,biom:DNAElectropherogramID,0,unbounded
4.0,,,,new,,4.1,biom,DNASTRProfileType,biom:DNAElectropherogramLadderID,0,unbounded
4.0,,,,new,,4.1,biom,EFSMinutiaType,biom:ImageFeatureVertex,0,unbounded
4.0,,,,new,,4.1,biom,EFSTemporaryLineType,biom:ImageFeatureVertex,0,unbounded
4.0,,,,new,,4.1,biom,ExtendedFeatureSetMinutiaeType,biom:ExtendedFeatureSetProfileCode,0,unbounded
4.0,,,,new,,4.1,biom,ExtendedFeatureSetMinutiaeType,biom:MinutiaeFrictionRidgeLocation,0,unbounded
4.0,,,,new,,4.1,biom,ExtendedFeatureSetMinutiaeType,biom:FingerprintPatternClassification,0,unbounded
4.0,,,,new,,4.1,biom,ExtendedFeatureSetMinutiaeType,biom:FrictionRidgeImageCenter,0,unbounded
4.0,,,,new,,4.1,biom,ExtendedFeatureSetMinutiaeType,biom:MinutiaeDistinctiveFeature,0,unbounded
4.0,,,,new,,4.1,biom,ExtendedFeatureSetMinutiaeType,biom:MinutiaeFeatureDetection,0,unbounded
4.0,,,,new,,4.1,biom,ExtendedFeatureSetMinutiaeType,biom:LatentProcessingCategoryCode,0,unbounded
4.0,,,,new,,4.1,biom,ExtendedFeatureSetMinutiaeType,biom:MinutiaeFraudEvidence,0,unbounded
4.0,,,,new,,4.1,biom,ExtendedFeatureSetMinutiaeType,biom:MinutiaeLatentSubstrate,0,unbounded
4.0,,,,new,,4.1,biom,ExtendedFeatureSetMinutiaeType,biom:MinutiaeLatentMatrix,0,unbounded
4.0,,,,new,,4.1,biom,ExtendedFeatureSetMinutiaeType,biom:EFSMinutia,0,unbounded
4.0,,,,new,,4.1,biom,FaceImageAcquisitionType,biom:FaceImageAcquisitionCode,0,unbounded
