originalRelease,originalNamespace,originalTypeName,originalProperty,changeCode,issue,release,namespace,typeName,property,minOccurs,maxOccurs
3.2,cyfs,GoalObjectiveType,cyfs:Task,modified,,4.0,hs,GoalObjectiveType,nc:Task,0,unbounded
3.2,cyfs,PersonAugmentationType,cyfs:TribalAffiliationText,modified,,4.0,hs,PersonAugmentationType,hs:TribalAffiliationText,0,unbounded
3.2,cyfs,PersonAugmentationType,cyfs:StudentCurrentEducationEnrollmentIndicator,modified,,4.0,hs,PersonAugmentationType,hs:StudentCurrentEducationEnrollmentIndicator,0,unbounded
3.2,cyfs,PersonAugmentationType,cyfs:StudentCurrentEducationTruancyIndicator,modified,,4.0,hs,PersonAugmentationType,hs:StudentCurrentEducationTruancyIndicator,0,unbounded
3.2,cyfs,PersonAugmentationType,cyfs:StudentSpecialEducationEligibleIndicator,modified,,4.0,hs,PersonAugmentationType,hs:StudentSpecialEducationEligibleIndicator,0,unbounded
3.2,cyfs,PersonAugmentationType,cyfs:StudentCurrentEducationDescriptionText,modified,,4.0,hs,PersonAugmentationType,hs:StudentCurrentEducationDescriptionText,0,unbounded
3.2,cyfs,PersonAugmentationType,cyfs:StudentIdentification,modified,,4.0,hs,PersonAugmentationType,hs:StudentIdentification,0,unbounded
3.2,cyfs,PersonAugmentationType,cyfs:StudentCurrentEducationEnrollmentEndDate,modified,,4.0,hs,PersonAugmentationType,hs:StudentCurrentEducationEnrollmentEndDate,0,unbounded
3.2,cyfs,PersonAugmentationType,cyfs:Education,modified,,4.0,hs,PersonAugmentationType,hs:Education,0,unbounded
3.2,cyfs,PersonAugmentationType,cyfs:HistoricalNarrative,modified,,4.0,hs,PersonAugmentationType,hs:HistoricalNarrative,0,unbounded
3.2,cyfs,PersonAugmentationType,cyfs:ICWAEligibilityIndicator,modified,,4.0,hs,PersonAugmentationType,hs:ICWAEligibilityIndicator,0,unbounded
3.2,cyfs,PersonAugmentationType,cyfs:SeriousHabitualOffenderIndicator,modified,,4.0,hs,PersonAugmentationType,hs:SeriousHabitualOffenderIndicator,0,unbounded
3.2,cyfs,PersonAugmentationType,cyfs:HealthDetails,modified,,4.0,hs,PersonAugmentationType,hs:HealthDetails,0,unbounded
3.2,cyfs,PersonAugmentationType,cyfs:HealthInsurance,modified,,4.0,hs,PersonAugmentationType,hs:HealthInsurance,0,unbounded
3.2,cyfs,PersonAugmentationType,cyfs:EnglishInterpreterRequiredIndicator,modified,,4.0,hs,PersonAugmentationType,hs:EnglishInterpreterRequiredIndicator,0,unbounded
3.2,cyfs,PersonAugmentationType,cyfs:RecentLifeChangesDescriptionText,modified,,4.0,hs,PersonAugmentationType,hs:RecentLifeChangesDescriptionText,0,unbounded
3.2,cyfs,TaskType,cyfs:TimeframeDescription,modified,,4.0,hs,TaskAugmentationType,hs:TaskTimeframeDescriptionText,0,unbounded
3.2,hs,EmploymentType,hs:PersonEmployableIndicator,modified,,4.0,j,EmploymentAssessmentType,j:PersonEmployableIndicator,0,unbounded
3.2,im,RequestType,im:RequestCategoryText,modified,,4.0,nc,RequestType,nc:RequestCategoryAbstract,0,unbounded
3.2,intel,AgencySubjectInterestType,intel:SubjectCautionInformation,modified,,4.0,intel,AgencySubjectInterestType,j:SubjectCautionInformationAbstract,0,unbounded
