originalRelease,originalNamespace,originalTypeName,changeCode,issue,release,namespace,typeName,definition,parentType,baseType,contentStyle,simpleStyle,isAssociation,isAugmentation,isAdapter,isMetadata
4.1,biom,DNAPedigreeMemberStatusCodeSimpleType,edit,43,4.2,biom,PedigreeMemberStatusCodeSimpleType,A data type for a pedigree member status code,,xs:token,S,atomic,,FALSE,FALSE,FALSE
4.1,biom,DNAPedigreeMemberStatusCodeType,edit,43,4.2,biom,PedigreeMemberStatusCodeType,A data type for a pedigree member status code,,biom:PedigreeMemberStatusCodeSimpleType,CSC,,,FALSE,FALSE,FALSE
4.1,biom,DNAPedigreeType,edit,43,4.2,biom,PedigreeType,A data type for the description of biological lineage among individuals (members).,,,CCC,,,FALSE,FALSE,FALSE
4.1,ncic,B0ATCodeSimpleType,edit,20,4.2,ncic,BOATCodeSimpleType,A data type for 1 - Introduction to State and Country Field Usage,,xs:token,S,atomic,,FALSE,FALSE,FALSE
4.1,ncic,B0ATCodeType,edit,20,4.2,ncic,BOATCodeType,A data type for 1 - Introduction to State and Country Field Usage,,ncic:BOATCodeSimpleType,CSC,<deleted>,,FALSE,FALSE,FALSE
4.1,ncic,BC0CodeSimpleType,edit,20,4.2,ncic,BCOCodeSimpleType,A data type for 7 - Boat Color (BCO) Field Codes,,xs:token,S,atomic,,FALSE,FALSE,FALSE
4.1,ncic,BC0CodeType,edit,20,4.2,ncic,BCOCodeType,A data type for 7 - Boat Color (BCO) Field Codes,,ncic:BCOCodeSimpleType,CSC,,,FALSE,FALSE,FALSE
4.1,ncic,CPR0CodeSimpleType,edit,20,4.2,ncic,CPROCodeSimpleType,A data type for 3 - Canadian Vehicle Index Propulsion (PRO) Field Codes,,xs:token,S,atomic,,FALSE,FALSE,FALSE
4.1,ncic,CPR0CodeType,edit,20,4.2,ncic,CPROCodeType,A data type for 3 - Canadian Vehicle Index Propulsion (PRO) Field Codes,,ncic:CPROCodeSimpleType,CSC,<deleted>,,FALSE,FALSE,FALSE
4.1,ncic,G0FFCodeSimpleType,edit,20,4.2,ncic,GOFFCodeSimpleType,A data type for 2 - Offenses of General Applicability (OFF) Field Codes,,xs:token,S,atomic,,FALSE,FALSE,FALSE
4.1,ncic,G0FFCodeType,edit,20,4.2,ncic,GOFFCodeType,A data type for 2 - Offenses of General Applicability (OFF) Field Codes,,ncic:GOFFCodeSimpleType,CSC,<deleted>,,FALSE,FALSE,FALSE
4.1,ncic,PR0CodeSimpleType,edit,20,4.2,ncic,PROCodeSimpleType,A data type for 2 - Propulsion (PRO) Field Codes,,xs:token,S,atomic,,FALSE,FALSE,FALSE
4.1,ncic,PR0CodeType,edit,20,4.2,ncic,PROCodeType,A data type for 2 - Propulsion (PRO) Field Codes,,ncic:PROCodeSimpleType,CSC,,,FALSE,FALSE,FALSE
4.1,ncic,TYPAECodeSimpleType,edit,20,4.2,ncic,TYPCodeSimpleType,A data type for 1.4: Article Type (TYP) Field Codes,,xs:token,S,atomic,,FALSE,FALSE,FALSE
4.1,ncic,TYPAECodeType,edit,20,4.2,ncic,TYPCodeType,A data type for 1.4: Article Type (TYP) Field Codes,,ncic:TYPCodeSimpleType,CSC,,,FALSE,FALSE,FALSE
4.1,ndex,JudicialDistrictCodeSimpleType,edit,59,4.2,ucr,JudicialDistrictCodeSimpleType,A data type for a judicial district.,,xs:token,S,atomic,,FALSE,FALSE,FALSE
4.1,ndex,JudicialDistrictCodeType,edit,59,4.2,ucr,JudicialDistrictCodeType,A data type for a judicial district.,,ucr:JudicialDistrictCodeSimpleType,CSC,<deleted>,,FALSE,FALSE,FALSE
