originalRelease,originalNamespace,originalTypeName,originalProperty,changeCode,issue,release,namespace,typeName,property,minOccurs,maxOccurs
5.1,biom,DNADonorType,biom:DNADonorVitalityCode,edit,,5.2,biom,DNADonorType,biom:SubjectExistentialStatusCode,0,unbounded
5.1,biom,DNARecordType,biom:DNACategoryCode,edit,,5.2,biom,DNARecordType,biom:DNACategoryAbstract,0,unbounded
5.1,cyber,CyberIncidentType,cyber:IncidentConsequenceCategoryCode,edit,,5.2,cyber,CyberIncidentType,cyber:IncidentConsequence,0,unbounded
5.1,,,,add,,5.2,biom,DNAEncodingType,biom:DNALaboratoryAccreditation,0,unbounded
5.1,,,,add,,5.2,biom,DNAEncodingType,biom:DNALowTemplateIndicator,0,1
5.1,,,,add,,5.2,biom,DNAEncodingType,biom:DNAProfilePartialIndicator,0,1
5.1,,,,add,,5.2,biom,DNASampleType,biom:DNAPedigree,0,unbounded
5.1,,,,add,,5.2,cyber,AdversaryCommunicationType,cyber:ExtortionCommunicationDetails,0,unbounded
5.1,,,,add,,5.2,cyber,AdversaryCommunicationType,cyber:AdversaryCommunicationAugmentationPoint,0,unbounded
5.1,,,,add,,5.2,cyber,AttackPatternType,cyber:AttackPatternAliasText,0,unbounded
5.1,,,,add,,5.2,cyber,BackupCourseOfActionType,cyber:BackupAvailableCategoryCode,0,unbounded
5.1,,,,add,,5.2,cyber,BackupCourseOfActionType,cyber:BackupAvailableCategoryCodeOtherDescriptionText,0,unbounded
5.1,,,,add,,5.2,cyber,BackupCourseOfActionType,cyber:BackupAvailableCompleteIndicator,0,unbounded
5.1,,,,add,,5.2,cyber,BackupCourseOfActionType,cyber:BackupAvailableIndicator,0,unbounded
5.1,,,,add,,5.2,cyber,BackupCourseOfActionType,cyber:BackupFromDate,0,unbounded
5.1,,,,add,,5.2,cyber,BackupCourseOfActionType,cyber:BackupCourseOfActionAugmentationPoint,0,unbounded
5.1,,,,add,,5.2,cyber,BreachEffectType,cyber:BreachExposedHealthInformationOver500Indicator,0,unbounded
5.1,,,,add,,5.2,cyber,BreachNotificationMonitoringServiceType,cyber:BreachNotificationMonitoringServiceIndicator,0,unbounded
5.1,,,,add,,5.2,cyber,BreachNotificationMonitoringServiceType,cyber:BreachNotificationMonitoringServiceEntity,0,unbounded
5.1,,,,add,,5.2,cyber,BreachNotificationMonitoringServiceType,cyber:BreachNotificationMonitoringServiceDuration,0,unbounded
5.1,,,,add,,5.2,cyber,BreachNotificationMonitoringServiceType,cyber:BreachNotificationMonitoringServiceAugmentationPoint,0,unbounded
5.1,,,,add,,5.2,cyber,BreachNotificationType,cyber:BreachNotificationContactEntity,0,unbounded
5.1,,,,add,,5.2,cyber,BreachNotificationType,cyber:BreachNotificationMonitoringService,0,unbounded
5.1,,,,add,,5.2,cyber,BreachNotificationType,cyber:BreachNotificationExplanationText,0,unbounded
5.1,,,,add,,5.2,cyber,BreachNotificationType,cyber:BreachNotificationRecommendationsText,0,unbounded
5.1,,,,add,,5.2,cyber,BreachNotificationType,cyber:BreachNotificationSentDate,0,unbounded
5.1,,,,add,,5.2,cyber,CompromisedDeviceType,cyber:CompromisedDeviceInitialIndicator,0,unbounded
5.1,,,,add,,5.2,cyber,CompromisedDeviceType,cyber:Hardware,0,unbounded
5.1,,,,add,,5.2,cyber,CompromisedDeviceType,cyber:AttackVector,0,unbounded
5.1,,,,add,,5.2,cyber,CompromisedDeviceType,cyber:CompromisedDeviceConnectionIndicator,0,unbounded
5.1,,,,add,,5.2,cyber,CompromisedDeviceType,cyber:CompromisedByTTP,0,unbounded
5.1,,,,add,,5.2,cyber,CompromisedDeviceType,cyber:CompromisedByVulnerability,0,unbounded
5.1,,,,add,,5.2,cyber,CompromisedDeviceType,cyber:CompromisedOnNetwork,0,unbounded
5.1,,,,add,,5.2,cyber,CompromisedDeviceType,cyber:CompromisedDeviceAugmentationPoint,0,unbounded
5.1,,,,add,,5.2,cyber,CourseOfActionType,cyber:CourseOfActionSuccessIndicator,0,unbounded
5.1,,,,add,,5.2,cyber,CourseOfActionType,cyber:ExtortionCourseOfAction,0,unbounded
5.1,,,,add,,5.2,cyber,CourseOfActionType,cyber:BackupCourseOfAction,0,unbounded
5.1,,,,add,,5.2,cyber,CyberIncidentType,cyber:CyberNetwork,0,unbounded
5.1,,,,add,,5.2,cyber,CyberIncidentType,cyber:CyberOriginalNotifier,0,unbounded
5.1,,,,add,,5.2,cyber,CyberIncidentType,cyber:AccidentIndicator,0,unbounded
5.1,,,,add,,5.2,cyber,CyberIncidentType,cyber:CyberTTP,0,unbounded
5.1,,,,add,,5.2,cyber,CyberIncidentType,cyber:AdversaryCommunication,0,unbounded
5.1,,,,add,,5.2,cyber,CyberIncidentType,cyber:SecurityIncidentActualityCode,0,unbounded
5.1,,,,add,,5.2,cyber,CyberIncidentType,cyber:CompromisedDevice,0,unbounded
5.1,,,,add,,5.2,cyber,CyberIndicatorPatternType,cyber:CyberIndicatorPatternDefensiveMeasureCode,0,unbounded
5.1,,,,add,,5.2,cyber,CyberNetworkType,cyber:CyberNetworkName,0,unbounded
5.1,,,,add,,5.2,cyber,CyberNetworkType,cyber:CyberNetworkDescriptionText,0,unbounded
5.1,,,,add,,5.2,cyber,CyberNetworkType,cyber:CyberNetworkCategoryCode,0,unbounded
5.1,,,,add,,5.2,cyber,CyberNetworkType,cyber:CyberNetworkOwnerPerson,0,unbounded
5.1,,,,add,,5.2,cyber,CyberNetworkType,cyber:CyberNetworkOwnerEntity,0,unbounded
5.1,,,,add,,5.2,cyber,CyberNetworkType,cyber:CyberNetworkLocation,0,unbounded
5.1,,,,add,,5.2,cyber,CyberNetworkType,cyber:CyberNetworkOperationalStatusDescriptionText,0,unbounded
5.1,,,,add,,5.2,cyber,CyberNetworkType,cyber:CyberNetworkProtectedStatusIndicator,0,unbounded
5.1,,,,add,,5.2,cyber,CyberNetworkType,cyber:CyberNetworkIPv4NetworkMaskText,0,unbounded
5.1,,,,add,,5.2,cyber,CyberNetworkType,cyber:CyberNetworkIPv6NetworkMaskText,0,unbounded
5.1,,,,add,,5.2,cyber,CyberNetworkType,cyber:CyberNetworkGateway,0,unbounded
5.1,,,,add,,5.2,cyber,CyberNetworkType,cyber:CyberNetworkDHCPServer,0,unbounded
5.1,,,,add,,5.2,cyber,CyberNetworkType,cyber:CyberNetworkSecurityOwnerPerson,0,unbounded
5.1,,,,add,,5.2,cyber,CyberNetworkType,cyber:CyberNetworkSecurityOwnerEntity,0,unbounded
5.1,,,,add,,5.2,cyber,CyberNetworkType,cyber:CyberNetworkAugmentationPoint,0,unbounded
5.1,,,,add,,5.2,cyber,CyberObservableInternetServiceProviderObjectType,cyber:CyberObservableObjectValueText,0,unbounded
5.1,,,,add,,5.2,cyber,CyberObservableInternetServiceProviderObjectType,cyber:CyberObservableInternetServiceProviderObjectAugmentationPoint,0,unbounded
5.1,,,,add,,5.2,cyber,CyberOriginalNotifierType,cyber:OriginalAgencyNotifier,0,unbounded
5.1,,,,add,,5.2,cyber,CyberOriginalNotifierType,cyber:OriginalPersonNotifier,0,unbounded
5.1,,,,add,,5.2,cyber,CyberOriginalNotifierType,cyber:NotifyingAgencyCategoryCode,0,unbounded
5.1,,,,add,,5.2,cyber,CyberOriginalNotifierType,cyber:NotificationReasonDescriptionText,0,unbounded
5.1,,,,add,,5.2,cyber,CyberOriginalNotifierType,cyber:NotificationPromptedReasonDescriptionText,0,unbounded
5.1,,,,add,,5.2,cyber,CyberOriginalNotifierType,cyber:NotifyingAgencyCategoryCodeDescriptionText,0,unbounded
5.1,,,,add,,5.2,cyber,CyberOriginalNotifierType,cyber:CyberOriginalNotifierAugmentationPoint,0,unbounded
5.1,,,,add,,5.2,cyber,CyberTacticType,cyber:CyberTacticCode,0,unbounded
5.1,,,,add,,5.2,cyber,CyberTacticType,cyber:CyberTacticOtherDescriptionText,0,unbounded
5.1,,,,add,,5.2,cyber,CyberTacticType,cyber:CyberTacticAugmentationPoint,0,unbounded
5.1,,,,add,,5.2,cyber,CyberTechniqueType,cyber:CyberEnterpriseTechniqueCode,0,unbounded
5.1,,,,add,,5.2,cyber,CyberTechniqueType,cyber:CyberEnterpriseSubTechniqueCode,0,unbounded
5.1,,,,add,,5.2,cyber,CyberTechniqueType,cyber:CyberMobileTechniqueCode,0,unbounded
5.1,,,,add,,5.2,cyber,CyberTechniqueType,cyber:CyberEnterpriseTechniqueOtherDescriptionText,0,unbounded
5.1,,,,add,,5.2,cyber,CyberTechniqueType,cyber:CyberEnterpriseSubTechniqueOtherDescriptionText,0,unbounded
5.1,,,,add,,5.2,cyber,CyberTechniqueType,cyber:CyberMobileTechniqueOtherDescriptionText,0,unbounded
5.1,,,,add,,5.2,cyber,CyberTechniqueType,cyber:CyberTechniqueAugmentationPoint,0,unbounded
5.1,,,,add,,5.2,cyber,CyberTTPType,cyber:CyberTechnique,0,unbounded
5.1,,,,add,,5.2,cyber,CyberTTPType,cyber:CyberProcedureDescriptionText,0,unbounded
5.1,,,,add,,5.2,cyber,CyberTTPType,cyber:CyberTactic,0,unbounded
5.1,,,,add,,5.2,cyber,CyberTTPType,cyber:CyberTTPAugmentationPoint,0,unbounded
5.1,,,,add,,5.2,cyber,CyberVulnerabilityType,cyber:VulnerabilityExploitAvailability,0,unbounded
5.1,,,,add,,5.2,cyber,CyberVulnerabilityType,cyber:VulnerabilityWidespreadCode,0,unbounded
5.1,,,,add,,5.2,cyber,ExtortionCommunicationDetailsType,cyber:ExtortionTermText,0,unbounded
5.1,,,,add,,5.2,cyber,ExtortionCommunicationDetailsType,cyber:ExtortionDemandAmount,0,unbounded
5.1,,,,add,,5.2,cyber,ExtortionCommunicationDetailsType,cyber:ExtortionCommunicationDetailsAugmentationPoint,0,unbounded
5.1,,,,add,,5.2,cyber,ExtortionCourseOfActionType,cyber:ExtortionPaidIndicator,0,unbounded
5.1,,,,add,,5.2,cyber,ExtortionCourseOfActionType,cyber:ExtortionPaidAmount,0,unbounded
5.1,,,,add,,5.2,cyber,ExtortionCourseOfActionType,cyber:ExtortionPaidDate,0,unbounded
5.1,,,,add,,5.2,cyber,ExtortionCourseOfActionType,cyber:ExtortedDataRecoveredIndicator,0,unbounded
5.1,,,,add,,5.2,cyber,ExtortionCourseOfActionType,cyber:ExtortedDataRecoveredPercent,0,unbounded
5.1,,,,add,,5.2,cyber,ExtortionCourseOfActionType,cyber:ExtortedDataDecryptionKeyText,0,unbounded
5.1,,,,add,,5.2,cyber,ExtortionCourseOfActionType,cyber:ExtortedDataDecryptionKeySuccessRate,0,unbounded
5.1,,,,add,,5.2,cyber,ExtortionCourseOfActionType,cyber:ExtortionPaidToDescriptionText,0,unbounded
5.1,,,,add,,5.2,cyber,ExtortionCourseOfActionType,cyber:ExtortionCourseOfActionAugmentationPoint,0,unbounded
5.1,,,,add,,5.2,cyber,IncidentConsequenceType,cyber:IncidentConsequenceCategoryCode,0,unbounded
5.1,,,,add,,5.2,cyber,IncidentConsequenceType,cyber:IncidentConsequenceDescriptionText,0,unbounded
5.1,,,,add,,5.2,cyber,IncidentConsequenceType,cyber:IncidentConsequenceRecoverabilityAssessmentDescriptionText,0,unbounded
5.1,,,,add,,5.2,cyber,IncidentConsequenceType,cyber:IncidentConsequenceRecoverabilityEstimatedDuration,0,unbounded
5.1,,,,add,,5.2,cyber,IncidentConsequenceType,cyber:IncidentConsequenceRecoverabilityActualDuration,0,unbounded
5.1,,,,add,,5.2,cyber,IncidentConsequenceType,cyber:IncidentConsequenceContractsDescriptionText,0,unbounded
5.1,,,,add,,5.2,cyber,IncidentConsequenceType,cyber:IncidentConsequenceContractsBreachIndicator,0,unbounded
5.1,,,,add,,5.2,cyber,IncidentConsequenceType,cyber:IncidentConsequenceAugmentationPoint,0,unbounded
5.1,,,,add,,5.2,cyber,IncidentInfectedDeviceType,cyber:InfectedDeviceConnectionIndicator,0,unbounded
5.1,,,,add,,5.2,cyber,IncidentNotificationType,cyber:InvolvedEntity,0,unbounded
5.1,,,,add,,5.2,cyber,IncidentNotificationType,cyber:InvolvedEntityName,0,unbounded
5.1,,,,add,,5.2,cyber,IncidentNotificationType,cyber:InvolvedEntityDescriptionText,0,unbounded
5.1,,,,add,,5.2,cyber,IncidentNotificationType,cyber:MediaNotificationRequiredIndicator,0,unbounded
5.1,,,,add,,5.2,cyber,IncidentNotificationType,cyber:MediaNotifiedIndicator,0,unbounded
5.1,,,,add,,5.2,cyber,IncidentNotificationType,cyber:MediaNotifiedDescriptionText,0,unbounded
5.1,,,,add,,5.2,cyber,IncidentResponseStatusType,cyber:IncidentResponseEvidenceText,0,unbounded
5.1,,,,add,,5.2,cyber,IncidentResponseStatusType,cyber:IncidentResponseStatusDescriptionText,0,unbounded
5.1,,,,add,,5.2,cyber,IncidentResponseStatusType,cyber:IncidentResponseCompleteContainmentDate,0,unbounded
5.1,,,,add,,5.2,cyber,IncidentResponseStatusType,cyber:IncidentResponseForensicsCategoryCode,0,unbounded
5.1,,,,add,,5.2,cyber,IncidentResponseStatusType,cyber:IncidentResponseContainmentCategoryCode,0,unbounded
