originalRelease,originalNamespace,originalTypeName,originalProperty,changeCode,issue,release,namespace,typeName,property,minOccurs,maxOccurs
4.2,ag,AgricultureProductionPlanType,nc:LocationCountyCode,edit,,5.0,ag,AgricultureProductionPlanType,fips:CountyCode,1,1
4.2,biom,FaceImageType,biom:PersonHairColorAbstract,edit,,5.0,biom,FaceImageType,nc:PersonHairColorAbstract,0,unbounded
4.2,biom,ImageAugmentationType,nc:EffectiveDate,edit,,5.0,biom,ImageAugmentationType,nc:EffectiveDate,0,unbounded
4.2,biom,ImageAugmentationType,biom:ImageHashValue,edit,,5.0,biom,ImageAugmentationType,biom:ImageHashValue,0,unbounded
4.2,biom,ImageType,biom:ImageBitsPerPixelQuantity,edit,,5.0,biom,ImageAugmentationType,biom:ImageBitsPerPixelQuantity,0,unbounded
4.2,biom,ImageType,biom:ImageCaptureDetail,edit,,5.0,biom,ImageAugmentationType,biom:ImageCaptureDetail,0,unbounded
4.2,biom,ImageType,biom:ImageColorSpaceAbstract,edit,,5.0,biom,ImageAugmentationType,biom:ImageColorSpaceAbstract,0,unbounded
4.2,biom,ImageType,biom:ImageCommentText,edit,,5.0,biom,ImageAugmentationType,biom:ImageCommentText,0,unbounded
4.2,biom,ImageType,biom:ImageCompressionAlgorithmAbstract,edit,,5.0,biom,ImageAugmentationType,biom:ImageCompressionAlgorithmAbstract,0,unbounded
4.2,biom,ImageType,biom:HorizontalLineLengthPixelQuantity,edit,,5.0,biom,ImageAugmentationType,biom:ImageHorizontalLineLengthPixelQuantity,0,unbounded
4.2,biom,ImageType,biom:ImageHorizontalPixelDensityValue,edit,,5.0,biom,ImageAugmentationType,biom:ImageHorizontalPixelDensityValue,0,unbounded
4.2,biom,ImageType,biom:ImageQuality,edit,,5.0,biom,ImageAugmentationType,biom:ImageQuality,0,unbounded
4.2,biom,ImageType,biom:ImageScaleUnitsCode,edit,,5.0,biom,ImageAugmentationType,biom:ImageScaleUnitsCode,0,unbounded
4.2,biom,ImageType,biom:ImageCategoryCode,edit,,5.0,biom,ImageAugmentationType,biom:ImageCategoryCode,0,unbounded
4.2,biom,ImageType,biom:VerticalLineLengthPixelQuantity,edit,,5.0,biom,ImageAugmentationType,biom:ImageVerticalLineLengthPixelQuantity,0,unbounded
4.2,biom,ImageType,biom:ImageVerticalPixelDensityValue,edit,,5.0,biom,ImageAugmentationType,biom:ImageVerticalPixelDensityValue,0,unbounded
4.2,biom,ImageType,biom:ImageDistortion,edit,,5.0,biom,ImageAugmentationType,biom:ImageDistortion,0,unbounded
4.2,biom,ImageType,biom:NativeScanningResolutionValue,edit,,5.0,biom,ImageAugmentationType,biom:ImageNativeScanningResolutionValue,0,unbounded
4.2,biom,ImageType,biom:NominalScanningResolutionValue,edit,,5.0,biom,ImageAugmentationType,biom:ImageNominalScanningResolutionValue,0,unbounded
4.2,biom,ImageType,biom:NominalTransmittingResolutionValue,edit,,5.0,biom,ImageAugmentationType,biom:ImageNominalTransmittingResolutionValue,0,unbounded
4.2,biom,ImageType,biom:ScanningResolutionCategoryCode,edit,,5.0,biom,ImageAugmentationType,biom:ImageScanningResolutionCategoryCode,0,unbounded
4.2,biom,ImageType,biom:SourceExternalReferenceAbstract,edit,,5.0,biom,ImageAugmentationType,biom:SourceExternalReferenceAbstract,0,unbounded
4.2,biom,MinutiaeType,biom:FingerprintTakenIndicator,edit,,5.0,biom,MinutiaeType,nc:FingerprintTakenIndicator,0,unbounded
4.2,biom,PedigreeAnalysisResolutionType,biom:PedigreeResolutionDate,edit,,5.0,biom,PedigreeAnalysisResolutionType,biom:PedigreeResolutionDate,0,unbounded
4.2,biom,PedigreeAnalysisResolutionType,biom:PedigreeResolutionText,edit,,5.0,biom,PedigreeAnalysisResolutionType,biom:PedigreeResolutionText,0,unbounded
4.2,cbrn,ContentHeaderType,cbrn:MessageID,edit,,5.0,cbrn,ContentHeaderType,nc:MessageID,0,unbounded
4.2,cbrn,ConveyanceOrgRelationshipType,nc:OrganizationIdentification,edit,,5.0,cbrn,ConveyanceOrganizationAssociationType,nc:Organization,0,unbounded
4.2,cbrn,ConveyanceOrgRelationshipType,cbrn:ConveyanceOrgRelationshipKindCode,edit,,5.0,cbrn,ConveyanceOrganizationAssociationType,cbrn:ConveyanceOrganizationAssociationCategoryCode,0,unbounded
4.2,cbrn,MessageStatusType,cbrn:MessageID,edit,,5.0,cbrn,MessageStatusType,nc:MessageID,0,unbounded
4.2,cbrn,RequestDataType,cbrn:ActivityName,edit,,5.0,cbrn,RequestDataType,nc:ActivityName,0,unbounded
4.2,cbrn,StateVectorType,cbrn:Orientation,edit,,5.0,cbrn,StateVectorType,nc:Orientation,0,1
4.2,cbrn,TraversalType,cbrn:ConveyanceID,edit,,5.0,cbrn,TraversalType,nc:Conveyance,0,unbounded
4.2,em,ActivityAugmentationType,em:ActivityEarlyResponseTriggerText,edit,,5.0,em,ActivityAugmentationType,em:ActivityEarlyResponseTriggerText,0,unbounded
4.2,em,ActivityAugmentationType,em:ActivityTerminationConditionText,edit,,5.0,em,ActivityAugmentationType,em:ActivityTerminationConditionText,0,unbounded
4.2,em,AssessmentAugmentationType,em:AssessmentReport,edit,,5.0,nc,AssessmentType,nc:AssessmentReport,0,unbounded
4.2,em,DocumentAugmentationType,em:DocumentTemplateCategoryAbstract,edit,,5.0,nc,ReportType,nc:ReportTemplateCategoryAbstract,0,unbounded
4.2,em,DocumentAugmentationType,em:DocumentAssignee,edit,,5.0,nc,ReportType,nc:ReportAssignee,0,unbounded
4.2,em,DocumentAugmentationType,em:DocumentCoverageDateRange,edit,,5.0,nc,ReportType,nc:ReportCoverageDateRange,0,unbounded
4.2,em,DocumentAugmentationType,em:DocumentReportFrequencyAbstract,edit,,5.0,nc,ReportType,nc:ReportFrequencyAbstract,0,unbounded
4.2,em,DocumentAugmentationType,em:DocumentNextDueDate,edit,,5.0,nc,ReportType,nc:ReportDueDate,0,unbounded
4.2,em,EmergencyIncidentType,em:IncidentSummaryText,edit,,5.0,em,EmergencyIncidentType,em:IncidentSummaryText,0,unbounded
4.2,em,EmergencyIncidentType,em:IncidentPublishDate,edit,,5.0,em,EmergencyIncidentType,em:IncidentPublishDate,0,unbounded
4.2,em,EmergencyIncidentType,em:IncidentUpdateDate,edit,,5.0,em,EmergencyIncidentType,em:IncidentUpdateDate,0,unbounded
4.2,em,EmergencyIncidentType,em:ParentIncident,edit,,5.0,em,EmergencyIncidentType,em:ParentIncident,0,unbounded
4.2,em,EmergencyIncidentType,em:ChildIncident,edit,,5.0,em,EmergencyIncidentType,em:ChildIncident,0,unbounded
4.2,em,EmergencyIncidentType,em:RelatedIncident,edit,,5.0,em,EmergencyIncidentType,em:RelatedIncident,0,unbounded
4.2,em,EmergencyIncidentType,em:IncidentActionCode,edit,,5.0,em,EmergencyIncidentType,em:IncidentActionCode,0,unbounded
4.2,em,EmergencyIncidentType,em:Owner,edit,,5.0,em,EmergencyIncidentType,em:Owner,0,unbounded
4.2,em,EmergencyIncidentType,em:Author,edit,,5.0,em,EmergencyIncidentType,em:Author,0,unbounded
4.2,em,EmergencyIncidentType,em:Contributor,edit,,5.0,em,EmergencyIncidentType,em:Contributor,0,unbounded
4.2,em,EmergencyIncidentType,j:ServiceCall,edit,,5.0,em,EmergencyIncidentType,j:ServiceCall,0,unbounded
4.2,em,EmergencyIncidentType,em:ServiceCallAssignedUnit,edit,,5.0,em,EmergencyIncidentType,em:ServiceCallAssignedUnit,0,unbounded
4.2,em,EmergencyIncidentType,j:Subject,edit,,5.0,em,EmergencyIncidentType,j:Subject,0,unbounded
4.2,em,EmergencyIncidentType,j:Victim,edit,,5.0,em,EmergencyIncidentType,j:Victim,0,unbounded
4.2,em,EmergencyIncidentType,j:Witness,edit,,5.0,em,EmergencyIncidentType,j:Witness,0,unbounded
4.2,em,FirstResponderType,nc:RoleOfPerson,edit,,5.0,em,FirstResponderType,nc:RoleOfPerson,0,unbounded
4.2,em,IncidentResponseType,em:IncidentResponseResponsibilitiesText,edit,,5.0,em,IncidentResponseType,em:IncidentResponseResponsibilitiesText,0,unbounded
4.2,em,IncidentResponseType,em:ChiefOfStaff,edit,,5.0,em,IncidentResponseType,em:ChiefOfStaff,0,unbounded
4.2,em,IncidentResponseType,em:ResponsePlan,edit,,5.0,em,IncidentResponseType,em:ResponsePlan,0,unbounded
4.2,em,IncidentResponseType,em:IncidentResponseStatus,edit,,5.0,em,IncidentResponseType,em:IncidentResponseStatus,0,unbounded
4.2,em,IncidentResponseType,em:IncidentResponseTeam,edit,,5.0,em,IncidentResponseType,em:IncidentResponseTeam,0,unbounded
4.2,em,LocationAugmentationType,nc:LocationDirectionsText,edit,,5.0,nc,LocationType,nc:LocationDirectionsText,0,unbounded
4.2,em,ManagementFunctionType,em:Decision,edit,,5.0,em,ManagementFunctionType,em:Decision,0,unbounded
4.2,em,ManagementFunctionType,em:PlanApproval,edit,,5.0,em,ManagementFunctionType,em:PlanApproval,0,unbounded
4.2,em,ManagementFunctionType,em:ActivityResponseCoordination,edit,,5.0,em,ManagementFunctionType,em:ActivityResponseCoordination,0,unbounded
4.2,em,ManagementFunctionType,em:PublicCommunication,edit,,5.0,em,ManagementFunctionType,em:PublicCommunication,0,unbounded
4.2,em,ManagementFunctionType,em:InteragencyCommunication,edit,,5.0,em,ManagementFunctionType,em:InteragencyCommunication,0,unbounded
4.2,em,ManagementFunctionType,em:IntraAgencyCommunication,edit,,5.0,em,ManagementFunctionType,em:IntraAgencyCommunication,0,unbounded
4.2,em,ManagementFunctionType,em:ResponseAssignedLeadership,edit,,5.0,em,ManagementFunctionType,em:ResponseAssignedLeadership,0,unbounded
4.2,em,OrganizationAugmentationType,em:OrganizationNPIID,edit,,5.0,em,OrganizationAugmentationType,em:OrganizationNPIID,0,unbounded
4.2,em,OrganizationAugmentationType,em:OrganizationCapabilityText,edit,,5.0,em,OrganizationAugmentationType,em:OrganizationCapabilityText,0,unbounded
4.2,em,OrganizationAugmentationType,em:ScheduledTask,edit,,5.0,em,OrganizationAugmentationType,em:ScheduledTask,0,unbounded
4.2,em,PersonAugmentationType,em:PersonQualificationText,edit,,5.0,em,PersonAugmentationType,em:PersonQualificationText,0,unbounded
4.2,em,PHEOCMinimumDataSetType,em:ManagementFunction,edit,,5.0,em,PHEOCMinimumDataSetType,em:ManagementFunction,0,unbounded
4.2,em,PHEOCMinimumDataSetType,em:ResponseOperation,edit,,5.0,em,PHEOCMinimumDataSetType,em:ResponseOperation,0,unbounded
4.2,em,PlanAugmentationType,em:PlanPurposeText,edit,,5.0,nc,PlanType,nc:PlanPurposeText,0,unbounded
4.2,em,PlanAugmentationType,em:PlanName,edit,,5.0,nc,PlanType,nc:PlanName,0,unbounded
4.2,em,PlanAugmentationType,em:PlanEstimatedFulfillmentDate,edit,,5.0,nc,PlanType,nc:PlanEstimatedFulfillmentDate,0,unbounded
4.2,em,PlanAugmentationType,em:PlanApprovalDate,edit,,5.0,nc,PlanType,nc:PlanApprovalDate,0,unbounded
4.2,em,PlanAugmentationType,em:PlanApprovalEntity,edit,,5.0,nc,PlanType,nc:PlanApprovalEntity,0,unbounded
4.2,em,PlanAugmentationType,em:PlanTask,edit,,5.0,nc,PlanType,nc:PlanTask,0,unbounded
4.2,em,PlanAugmentationType,em:PlanRevisionReleaseDate,edit,,5.0,nc,PlanType,nc:PlanRevisionReleaseDate,0,unbounded
4.2,em,PlanAugmentationType,em:PlanDocument,edit,,5.0,nc,PlanType,nc:PlanReport,0,unbounded
4.2,em,PreliminaryDamageAssessmentType,em:AssessmentKindAbstract,edit,,5.0,nc,AssessmentType,nc:AssessmentCategoryAbstract,0,unbounded
4.2,em,PreliminaryDamageAssessmentType,em:AssessmentImage,edit,,5.0,nc,AssessmentType,nc:AssessmentImage,0,unbounded
4.2,em,TaskAugmentationType,em:TaskAssignedEntity,edit,,5.0,nc,TaskType,nc:TaskAssignedEntity,0,unbounded
4.2,em,TaskAugmentationType,em:TaskAssignedDate,edit,,5.0,nc,TaskType,nc:TaskAssignedDate,0,unbounded
4.2,em,TaskAugmentationType,em:TaskLocation,edit,,5.0,nc,TaskType,nc:TaskLocation,0,unbounded
4.2,em,TaskAugmentationType,em:TaskFunctionAbstract,edit,,5.0,nc,TaskType,nc:TaskFunctionAbstract,0,unbounded
4.2,hs,JuvenileType,nc:RoleOfPerson,edit,,5.0,hs,JuvenileType,nc:RoleOfPerson,0,unbounded
4.2,hs,MilitarySummaryAugmentationType,hs:MilitaryInductionDate,edit,,5.0,nc,MilitarySummaryType,nc:MilitaryInductionDate,0,unbounded
4.2,im,AlienExchangeVisitorRoleType,scr:ExchangeVisitorCategoryCode,edit,,5.0,im,AlienExchangeVisitorRoleType,scr:ExchangeVisitorCategoryCode,0,unbounded
4.2,im,AlienExchangeVisitorRoleType,im:ExchangeVisitorAdmission,edit,,5.0,im,AlienExchangeVisitorRoleType,im:ExchangeVisitorAdmission,0,unbounded
4.2,im,AlienExchangeVisitorRoleType,scr:ExchangeVisitorCategoryDescriptionText,edit,,5.0,im,AlienExchangeVisitorRoleType,scr:ExchangeVisitorCategoryDescriptionText,0,unbounded
4.2,im,AlienRoleType,im:AlienEncounter,edit,,5.0,im,AlienRoleType,im:AlienEncounter,0,unbounded
4.2,im,AlienRoleType,im:AlienPriorDeportationIndicator,edit,,5.0,im,AlienRoleType,im:AlienPriorDeportationIndicator,0,unbounded
4.2,im,AlienRoleType,im:AlienLocation,edit,,5.0,im,AlienRoleType,im:AlienLocation,0,unbounded
4.2,im,AlienRoleType,im:AlienFelonCategoryText,edit,,5.0,im,AlienRoleType,im:AlienFelonCategoryText,0,unbounded
4.2,im,AlienRoleType,im:AlienFelonDescriptionText,edit,,5.0,im,AlienRoleType,im:AlienFelonDescriptionText,0,unbounded
4.2,im,AlienRoleType,im:AlienMatchCandidate,edit,,5.0,im,AlienRoleType,im:AlienMatchCandidate,0,unbounded
4.2,im,AlienRoleType,im:AlienCautionMedicalConditionCode,edit,,5.0,im,AlienRoleType,im:AlienCautionMedicalConditionCode,0,unbounded
4.2,im,AlienRoleType,scr:AlienDetention,edit,,5.0,im,AlienRoleType,scr:AlienDetention,0,unbounded
4.2,im,AlienRoleType,im:AlienIDDetails,edit,,5.0,im,AlienRoleType,im:AlienIDDetails,0,unbounded
4.2,im,AlienRoleType,im:AlienSpecialClassCodeDescriptionText,edit,,5.0,im,AlienRoleType,im:AlienSpecialClassCodeDescriptionText,0,unbounded
4.2,im,AlienRoleType,im:AlienFile,edit,,5.0,im,AlienRoleType,im:AlienFile,0,unbounded
4.2,im,AlienRoleType,im:AlienVoluntaryReturnIndicator,edit,,5.0,im,AlienRoleType,im:AlienVoluntaryReturnIndicator,0,unbounded
4.2,im,AlienRoleType,im:AlienAlert,edit,,5.0,im,AlienRoleType,im:AlienAlert,0,unbounded
4.2,im,AlienRoleType,scr:EnforcementEncounter,edit,,5.0,im,AlienRoleType,scr:EnforcementEncounter,0,unbounded
4.2,im,AlienRoleType,im:AlienSpecialClassCategoryText,edit,,5.0,im,AlienRoleType,im:AlienSpecialClassCategoryText,0,unbounded
4.2,im,AlienStudentAdmissionType,im:AlienStudentDisciplinaryAction,edit,,5.0,im,AlienStudentAdmissionType,im:AlienStudentDisciplinaryAction,0,unbounded
4.2,im,AlienStudentAdmissionType,im:AcademicProgramText,edit,,5.0,im,AlienStudentAdmissionType,im:AcademicProgramText,0,unbounded
4.2,im,AlienStudentAdmissionType,im:AcademicTermLengthQuantity,edit,,5.0,im,AlienStudentAdmissionType,im:AcademicTermLengthQuantity,0,unbounded
4.2,im,AlienStudentAdmissionType,im:CampusEmploymentFundsAmount,edit,,5.0,im,AlienStudentAdmissionType,im:CampusEmploymentFundsAmount,0,unbounded
