Release,PropertyNamespacePrefix,PropertyName,QualifiedProperty,IsElement,IsAbstract,Keywords,ExampleContent,UsageInfo,Definition,TypeNamespacePrefix,TypeName,QualifiedType,SubstitutionGroupPropertyNamespacePrefix,SubstitutionGroupPropertyName,SubstitutionGroupQualifiedProperty
4.0,hs,ActionRequestedCode,hs:ActionRequestedCode,TRUE,FALSE,,,,"A code indicating any of the actions being requested of the court e.g. what types of services the child needs  (e.g. mental health, medical, emergency, basic, therapeutic, habilitative).",hs,ActionRequestedCodeType,hs:ActionRequestedCodeType,hs,ActionRequestedAbstract,hs:ActionRequestedAbstract
4.0,hs,ActionRequestedText,hs:ActionRequestedText,TRUE,FALSE,,,,An action being requested.,nc,TextType,nc:TextType,hs,ActionRequestedAbstract,hs:ActionRequestedAbstract
4.0,nc,Activity,nc:Activity,TRUE,FALSE,,,,"A single or set of related actions, events, or process steps.",nc,ActivityType,nc:ActivityType,,,
4.0,j,ActivityActualDuration,j:ActivityActualDuration,TRUE,FALSE,,,,An actual duration of an activity.,niem-xs,duration,niem-xs:duration,,,
4.0,nc,ActivityAdministratorOrganizationAssociation,nc:ActivityAdministratorOrganizationAssociation,TRUE,FALSE,,,,An association between an activity and an organization which administers it.,nc,ActivityOrganizationAssociationType,nc:ActivityOrganizationAssociationType,,,
4.0,nc,ActivityAdministratorPersonAssociation,nc:ActivityAdministratorPersonAssociation,TRUE,FALSE,,,,An association between an activity and a person who administers it.,nc,ActivityPersonAssociationType,nc:ActivityPersonAssociationType,,,
4.0,j,ActivityApprovedIndicator,j:ActivityApprovedIndicator,TRUE,FALSE,,,,True if the activity request was approved; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
4.0,j,ActivityArrestAssociation,j:ActivityArrestAssociation,TRUE,FALSE,,,,An association between an activity and an arrest.,j,ActivityArrestAssociationType,j:ActivityArrestAssociationType,,,
4.0,j,ActivityArrestAssociationAugmentationPoint,j:ActivityArrestAssociationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ActivityArrestAssociationType.,,,,,,
4.0,j,ActivityAssignedDate,j:ActivityAssignedDate,TRUE,FALSE,,,,A date on which an activity was assigned.,nc,DateType,nc:DateType,,,
4.0,j,ActivityAssistingPersonAssociation,j:ActivityAssistingPersonAssociation,TRUE,FALSE,,,,An association between an activity and someone who assists with that activity.,nc,ActivityPersonAssociationType,nc:ActivityPersonAssociationType,,,
4.0,j,ActivityAugmentation,j:ActivityAugmentation,TRUE,FALSE,,,,Additional information about an activity.,j,ActivityAugmentationType,j:ActivityAugmentationType,nc,ActivityAugmentationPoint,nc:ActivityAugmentationPoint
4.0,nc,ActivityAugmentationPoint,nc:ActivityAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ActivityType.,,,,,,
4.0,nc,ActivityBillRecipientOrganizationAssociation,nc:ActivityBillRecipientOrganizationAssociation,TRUE,FALSE,,,,An association between an activity and an organization which receives a bill for the activity.,nc,ActivityOrganizationAssociationType,nc:ActivityOrganizationAssociationType,,,
4.0,nc,ActivityBillRecipientPersonAssociation,nc:ActivityBillRecipientPersonAssociation,TRUE,FALSE,,,,An association between an activity and a person who receives a bill for the activity.,nc,ActivityPersonAssociationType,nc:ActivityPersonAssociationType,,,
4.0,j,ActivityCapacityQuantity,j:ActivityCapacityQuantity,TRUE,FALSE,,,,A number for the specified maximum enrollment capacity of an activity.,nc,QuantityType,nc:QuantityType,,,
4.0,j,ActivityCaseAssociation,j:ActivityCaseAssociation,TRUE,FALSE,,,,An association between an activity and a case.,j,ActivityCaseAssociationType,j:ActivityCaseAssociationType,,,
4.0,j,ActivityCaseAssociationAugmentationPoint,j:ActivityCaseAssociationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ActivityCaseAssociationType.,,,,,,
4.0,nc,ActivityCategoryText,nc:ActivityCategoryText,TRUE,FALSE,,"For an arrest, this could be ""felony arrest"".  For an incident, this could be ""burglary"".  For an encounter, this could be ""interview"".",,A kind of activity.,nc,TextType,nc:TextType,,,
4.0,j,ActivityChargeAssociation,j:ActivityChargeAssociation,TRUE,FALSE,,,,An association between an activity and a charge.,j,ActivityChargeAssociationType,j:ActivityChargeAssociationType,,,
4.0,j,ActivityChargeAssociationAugmentationPoint,j:ActivityChargeAssociationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ActivityChargeAssociationType.,,,,,,
4.0,j,ActivityClearerPersonAssociation,j:ActivityClearerPersonAssociation,TRUE,FALSE,,,,An association between an activity and a person who cleared information for that activity.,nc,ActivityPersonAssociationType,nc:ActivityPersonAssociationType,,,
4.0,j,ActivityComment,j:ActivityComment,TRUE,FALSE,,,,A comment about the activity.,nc,CommentType,nc:CommentType,,,
4.0,scr,ActivityCommentText,scr:ActivityCommentText,TRUE,FALSE,,,,A note or comment about an activity.,nc,TextType,nc:TextType,,,
