Release,TypeNamespacePrefix,TypeName,QualifiedType,ContentStyle,IsMetadata,IsAdapter,IsAugmentation,Keywords,ExampleContent,UsageInfo,Definition,SimpleTypeNamespacePrefix,SimpleTypeName,SimpleQualifiedType,ParentTypeNamespacePrefix,ParentTypeName,ParentQualifiedType
4.0,ucr,ArresteeWeaponCodeSimpleType,ucr:ArresteeWeaponCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for weapons with which a subject may be armed with upon apprehension.,ucr,ArresteeWeaponCodeType,ucr:ArresteeWeaponCodeType,,,
4.0,ucr,ArresteeWeaponCodeType,ucr:ArresteeWeaponCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for weapons with which a subject may be armed with upon apprehension.,,,,,,
4.0,scr,ArrestMethodCategoryCodeSimpleType,scr:ArrestMethodCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type describing the kinds of Apprehension methods,scr,ArrestMethodCategoryCodeType,scr:ArrestMethodCategoryCodeType,,,
4.0,scr,ArrestMethodCategoryCodeType,scr:ArrestMethodCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type describing the kinds of Apprehension methods,,,,,,
4.0,scr,ArrestMethodType,scr:ArrestMethodType,CCC,FALSE,FALSE,FALSE,,,,A data type for a information on the manner of ARREST,,,,,,
4.0,j,ArrestType,j:ArrestType,CCC,FALSE,FALSE,FALSE,,,,A data type for the apprehension of a subject by a peace official.,,,,nc,ActivityType,nc:ActivityType
4.0,it,ArrivalType,it:ArrivalType,CCC,FALSE,FALSE,FALSE,,,,"A data type for the arrival activity of a vessel, person, conveyance etc..",,,,nc,ActivityType,nc:ActivityType
4.0,nc,ArrivalType,nc:ArrivalType,CCC,FALSE,FALSE,FALSE,,,,A data type for a coming to one location from another.,,,,,,
4.0,ndex,ArtObjectCategoryCodeSimpleType,ndex:ArtObjectCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a code that identifies the type of art object.,ndex,ArtObjectCategoryCodeType,ndex:ArtObjectCategoryCodeType,,,
4.0,ndex,ArtObjectCategoryCodeType,ndex:ArtObjectCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a code that identifies the type of art object.,,,,,,
4.0,j,AssessmentAugmentationType,j:AssessmentAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type for additional information about an assessment.,,,,,,
4.0,hs,AssessmentOutcomeType,hs:AssessmentOutcomeType,CCC,FALSE,FALSE,FALSE,,,,A data type for the outcome of an assessment.,,,,nc,ActivityType,nc:ActivityType
4.0,hs,AssessmentRecommendationType,hs:AssessmentRecommendationType,CCC,FALSE,FALSE,FALSE,,,,A data type for the recommendation of an assessment.,,,,nc,ActivityType,nc:ActivityType
4.0,hs,AssessmentRecommendedCourseOfActionCategoryCodeSimpleType,hs:AssessmentRecommendedCourseOfActionCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for describing a course of action.,hs,AssessmentRecommendedCourseOfActionCategoryCodeType,hs:AssessmentRecommendedCourseOfActionCategoryCodeType,,,
4.0,hs,AssessmentRecommendedCourseOfActionCategoryCodeType,hs:AssessmentRecommendedCourseOfActionCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for describing courses of action.,,,,,,
4.0,hs,AssessmentRecommendedCourseOfActionType,hs:AssessmentRecommendedCourseOfActionType,CCC,FALSE,FALSE,FALSE,,,,A data type for an action.,,,,nc,ActivityType,nc:ActivityType
4.0,nc,AssessmentType,nc:AssessmentType,CCC,FALSE,FALSE,FALSE,,,"Within the justice domain, examples assessments include: gambling, psychological, chemical dependency, psycho-sexual assessments.  These evaluations are frequently done in the context of pre-plea and pre-sentencing investigations (PSI).","A data type for an evaluation, appraisal, or assessment of something or someone.",,,,nc,ActivityType,nc:ActivityType
4.0,have-codes,AvailabilityStatusCodeType,have-codes:AvailabilityStatusCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a code set of service availability.,,,,,,
4.0,ncic,B0ATCodeSimpleType,ncic:B0ATCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for 1 - Introduction to State and Country Field Usage,ncic,B0ATCodeType,ncic:B0ATCodeType,,,
4.0,ncic,B0ATCodeType,ncic:B0ATCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for 1 - Introduction to State and Country Field Usage,,,,,,
4.0,em,BadgeCredentialType,em:BadgeCredentialType,CCC,FALSE,FALSE,FALSE,,,,A data type that specifies the credential data on a badge,,,,,,
4.0,em,BadgeType,em:BadgeType,CCC,FALSE,FALSE,FALSE,,,,"A data type for an ID card that identifies a person. A badge can be a low cost card, or a PIV card that follows specification NIST SP-800-73-2. Badge may work together with a pin number, visual identification and biometrics of the badge holder to make a positive identification of a person",,,,em,PersonIDCardType,em:PersonIDCardType
4.0,j,BailBondAssociationType,j:BailBondAssociationType,CCC,FALSE,FALSE,FALSE,,,,"A data type for a relationship between an entity (person or organization) providing bail for someone, the person being bailed out, and a bail bondsman entity.",,,,nc,AssociationType,nc:AssociationType
4.0,j,BailBondChargeAssociationType,j:BailBondChargeAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association that links a bail bond to a charge.,,,,nc,AssociationType,nc:AssociationType
