Release,TypeNamespacePrefix,TypeName,QualifiedType,ContentStyle,IsMetadata,IsAdapter,IsAugmentation,Keywords,ExampleContent,UsageInfo,Definition,SimpleTypeNamespacePrefix,SimpleTypeName,SimpleQualifiedType,ParentTypeNamespacePrefix,ParentTypeName,ParentQualifiedType
3.2,cyfs,AssessmentOutcomeType,cyfs:AssessmentOutcomeType,CCC,FALSE,FALSE,FALSE,,,,A data type for the outcome of an assessment.,,,,nc,ActivityType,nc:ActivityType
3.2,cyfs,AssessmentRecommendationType,cyfs:AssessmentRecommendationType,CCC,FALSE,FALSE,FALSE,,,,A data type for the recommendation of an assessment.,,,,nc,ActivityType,nc:ActivityType
3.2,cyfs,AssessmentRecommendedCourseOfActionCategoryCodeSimpleType,cyfs:AssessmentRecommendedCourseOfActionCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for describing a course of action.,cyfs,AssessmentRecommendedCourseOfActionCategoryCodeType,cyfs:AssessmentRecommendedCourseOfActionCategoryCodeType,,,
3.2,cyfs,AssessmentRecommendedCourseOfActionCategoryCodeType,cyfs:AssessmentRecommendedCourseOfActionCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for describing courses of action.,,,,,,
3.2,cyfs,AssessmentRecommendedCourseOfActionType,cyfs:AssessmentRecommendedCourseOfActionType,CCC,FALSE,FALSE,FALSE,,,,A data type for an action.,,,,nc,ActivityType,nc:ActivityType
3.2,nc,AssessmentType,nc:AssessmentType,CCC,FALSE,FALSE,FALSE,,,"Within the justice domain, examples assessments include: gambling, psychological, chemical dependency, psycho-sexual assessments.  These evaluations are frequently done in the context of pre-plea and pre-sentencing investigations (PSI).","A data type for an evaluation, appraisal, or assessment of something or someone.",,,,nc,ActivityType,nc:ActivityType
3.2,ip,AssetCategoryType,ip:AssetCategoryType,CCC,FALSE,FALSE,FALSE,,,,A data type for a kind of asset.,,,,,,
3.2,ip,AssetStatusCodeSimpleType,ip:AssetStatusCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a status of an asset.,ip,AssetStatusCodeType,ip:AssetStatusCodeType,,,
3.2,ip,AssetStatusCodeType,ip:AssetStatusCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a status of an asset.,,,,,,
3.2,ip,AssetType,ip:AssetType,CCC,FALSE,FALSE,FALSE,,,,A data type for an asset in an infrastructure.,,,,,,
3.2,j,AssignmentAssessmentAssignmentRequestType,j:AssignmentAssessmentAssignmentRequestType,CCC,FALSE,FALSE,FALSE,,,,A data type for an initial request for assignment.,,,,nc,ActivityType,nc:ActivityType
3.2,j,AssignmentAssessmentDecisionType,j:AssignmentAssessmentDecisionType,CCC,FALSE,FALSE,FALSE,,,,A data type for a decision regarding assignment after completion of the assessment.,,,,nc,ActivityType,nc:ActivityType
3.2,j,AssignmentAssessmentType,j:AssignmentAssessmentType,CCC,FALSE,FALSE,FALSE,,,,A data type for a process of determining whether a subject is fit for a particular assignment (program or service).,,,,,,
3.2,ndex,AssignmentCategoryCodeSimpleType,ndex:AssignmentCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a code that identifies a subject's assignment category.,ndex,AssignmentCategoryCodeType,ndex:AssignmentCategoryCodeType,,,
3.2,ndex,AssignmentCategoryCodeType,ndex:AssignmentCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a code that identifies a subject's assignment category.,,,,,,
3.2,j,AssignmentLocationDetailType,j:AssignmentLocationDetailType,CCC,FALSE,FALSE,FALSE,,,,"A data type for a specific location into which a person is placed, such as an office, dormitory, barracks, etc.",,,,,,
3.2,j,AssignmentType,j:AssignmentType,CCC,FALSE,FALSE,FALSE,,,,"A data type for a location and environment into which a person is placed, such as an office, dormitory, barracks, etc.",,,,nc,ActivityType,nc:ActivityType
3.2,biom,AssociatedContextType,biom:AssociatedContextType,CCC,FALSE,FALSE,FALSE,,,,A data type for a reference to an associated context,,,,,,
3.2,cyfs,AssociatedPersonChildAssociationType,cyfs:AssociatedPersonChildAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for a relationship between a person and the child.,,,,nc,AssociationType,nc:AssociationType
3.2,nc,AssociationType,nc:AssociationType,CCC,FALSE,FALSE,FALSE,,,,"A data type for an association, connection, relationship, or involvement somehow linking people, things, and/or activities together.",,,,,,
3.2,structures,AssociationType,structures:AssociationType,CCC,FALSE,FALSE,FALSE,,,,,,,,,,
3.2,biom,AssuranceLogEntryType,biom:AssuranceLogEntryType,CCC,FALSE,FALSE,FALSE,,,,A data type for an information assurance log entry,,,,,,
3.2,biom,AssuranceLogEventCodeSimpleType,biom:AssuranceLogEventCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for an information assurance log event code,biom,AssuranceLogEventCodeType,biom:AssuranceLogEventCodeType,,,
3.2,biom,AssuranceLogEventCodeType,biom:AssuranceLogEventCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for an information assurance log event code,,,,,,
3.2,mmucc,AtmosphericConditionCodeSimpleType,mmucc:AtmosphericConditionCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for the prevailing atmospheric conditions that existed at the time of the crash.,mmucc,CrashWeatherConditionCodeType,mmucc:CrashWeatherConditionCodeType,,,
3.2,cyfs,AttorneyStatusCodeSimpleType,cyfs:AttorneyStatusCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for describing the role of an attorney as it relates to their client.,cyfs,AttorneyStatusCodeType,cyfs:AttorneyStatusCodeType,,,
3.2,cyfs,AttorneyStatusCodeType,cyfs:AttorneyStatusCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a code list describing the role of an attorney as it relates to their client.,,,,,,
3.2,biom,AudioCaptureDeviceCodeSimpleType,biom:AudioCaptureDeviceCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a description of an audio segment channel capture device.,biom,AudioCaptureDeviceCodeType,biom:AudioCaptureDeviceCodeType,,,
3.2,biom,AudioCaptureDeviceCodeType,biom:AudioCaptureDeviceCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a description of an audio segment channel capture device.,,,,,,
3.2,cbrn,AudioFileType,cbrn:AudioFileType,CCC,FALSE,FALSE,FALSE,,,,A data type to capture the Audio data file type,,,,cbrn,DataFileType,cbrn:DataFileType
3.2,biom,AudioInformationType,biom:AudioInformationType,CCC,FALSE,FALSE,FALSE,,,,"A data type for a description of specific time segments within a voice recording, and their processing.",,,,,,
3.2,biom,AudioObjectDescriptorCodeSimpleType,biom:AudioObjectDescriptorCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for an enumeration of codes describing Audio Objects,biom,AudioObjectDescriptorCodeType,biom:AudioObjectDescriptorCodeType,,,
3.2,biom,AudioObjectDescriptorCodeType,biom:AudioObjectDescriptorCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a representation of codes describing an Audio Object,,,,,,
3.2,biom,AudioSourceRecorderType,biom:AudioSourceRecorderType,CCC,FALSE,FALSE,FALSE,,,,A data type for a set of information regarding the captured voice information,,,,,,
3.2,cyfs,AbuseNeglectInjuryType,cyfs:AbuseNeglectInjuryType,CCC,FALSE,FALSE,FALSE,,,,A data type for an applied augmentation for type nc:InjuryType,,,,nc,InjuryType,nc:InjuryType
3.2,cyfs,AbuseNeglectSeverityCodeSimpleType,cyfs:AbuseNeglectSeverityCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for describing different severity levels of abuse.,cyfs,AbuseNeglectSeverityCodeType,cyfs:AbuseNeglectSeverityCodeType,,,
3.2,cyfs,AbuseNeglectSeverityCodeType,cyfs:AbuseNeglectSeverityCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for describing different severity levels of abuse.,,,,,,
3.2,j,AcademicAssessmentType,j:AcademicAssessmentType,CCC,FALSE,FALSE,FALSE,,,,A data type for an institution or agency assessment process for determining academic needs of a subject.,,,,nc,AssessmentType,nc:AssessmentType
3.2,j,AcademicRecordType,j:AcademicRecordType,CCC,FALSE,FALSE,FALSE,,,,A data type for a record of academic achievement for a subject.,,,,,,
3.2,j,AcademicSubjectMatterType,j:AcademicSubjectMatterType,CCC,FALSE,FALSE,FALSE,,,,A data type for a specific course content related to core education and academic assessments and programs.,,,,,,
3.2,em,AccessType,em:AccessType,CCC,FALSE,FALSE,FALSE,,,,A data type for a credential class that describes the access rights,,,,,,
3.2,aamva_d20,AccidentSeverityCodeSimpleType,aamva_d20:AccidentSeverityCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for severity levels of an accident.,aamva_d20,AccidentSeverityCodeType,aamva_d20:AccidentSeverityCodeType,,,
3.2,aamva_d20,AccidentSeverityCodeType,aamva_d20:AccidentSeverityCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for severity levels of an accident.,,,,,,
3.2,cbrn,AcknowledgementDataType,cbrn:AcknowledgementDataType,CCC,FALSE,FALSE,FALSE,,,,A data type for information regarding an acknowledgement.,,,,,,
3.2,cbrn,AcknowledgingAgencyType,cbrn:AcknowledgingAgencyType,CCC,FALSE,FALSE,FALSE,,,,A data type for an Organization that is responsible for generating an acknowledgement message.,,,,,,
3.2,biom,AcquisitionSourceCodeSimpleType,biom:AcquisitionSourceCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a source acquisition code,biom,AcquisitionSourceCodeType,biom:AcquisitionSourceCodeType,,,
3.2,biom,AcquisitionSourceCodeType,biom:AcquisitionSourceCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a source acquisition code,,,,,,
3.2,biom,AcquisitionSourceType,biom:AcquisitionSourceType,CCC,FALSE,FALSE,FALSE,,,,A data type for a source of an item,,,,,,
3.2,cyfs,ActionRequestedCodeSimpleType,cyfs:ActionRequestedCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for the actions being requested of the court based on the types of services needed by the child.,cyfs,ActionRequestedCodeType,cyfs:ActionRequestedCodeType,,,
3.2,cyfs,ActionRequestedCodeType,cyfs:ActionRequestedCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for the actions being requested of the court based on the types of services needed by the child.,,,,,,
3.2,j,ActivityArrestAssociationType,j:ActivityArrestAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and an arrest.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityAugmentationType,j:ActivityAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type for additional information about an activity.,,,,,,
3.2,j,ActivityCaseAssociationType,j:ActivityCaseAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a case.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityChargeAssociationType,j:ActivityChargeAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a charge.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityCommunityServiceAssociationType,j:ActivityCommunityServiceAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and an assignment of community service.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityContactInformationAssociationType,j:ActivityContactInformationAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and contact information for that activity.,,,,nc,AssociationType,nc:AssociationType
3.2,nc,ActivityConveyanceAssociationType,nc:ActivityConveyanceAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a conveyance.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityCounselingAssociationType,j:ActivityCounselingAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and counseling.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityCourtAssociationType,j:ActivityCourtAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a court.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityCourtOrderAssociationType,j:ActivityCourtOrderAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a court order.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityCriminalOrganizationAssociationType,j:ActivityCriminalOrganizationAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a criminal organization.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityCustodyTransferAssociationType,j:ActivityCustodyTransferAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and transfer of custody.,,,,nc,AssociationType,nc:AssociationType
